資料庫Id,設備CustomId,屬性CustomId,X 座標,Y 座標,圖示大小,Icon類別,超連結地圖名稱,Arg1,所屬地圖名稱,反向點,超連結網址,轉向角度
6793,排煙手動開關（梯廳）狀態（編號：SB_CN_05F_1）,,29.699,45.416,60,Img,,SMS.png,消防-5F-中央區,False,,0
6809,排煙手動開關（梯廳）狀態（編號：SB_CN_06F_1）,,27.101,45.635,60,Img,,SMS.png,消防-6F-中央區,False,,0
6825,排煙手動開關（梯廳）狀態（編號：SB_CN_07F_1）,,31.848,55.827,60,Img,,SMS.png,消防-7F-中央區,False,,0
6841,排煙手動開關（梯廳）狀態（編號：SB_CN_08F_1）,,27.45,53.421,60,Img,,SMS.png,消防-8F-中央區,False,,0
6857,排煙手動開關（梯廳）狀態（編號：SB_CN_09F_1）,,27.802,52.372,60,Img,,SMS.png,消防-9F-中央區,False,,0
6873,排煙手動開關（梯廳）狀態（編號：SB_CN_10F_1）,,28.192,53.092,60,Img,,SMS.png,消防-10F-中央區,False,,0
6889,排煙手動開關（梯廳）狀態（編號：SB_CN_11F_1）,,27.341,53.573,60,Img,,SMS.png,消防-11F-中央區,False,,0
6907,排煙手動開關（梯廳）狀態（編號：SB_CN_12F_1）,,26.6,50.405,60,Img,,SMS.png,消防-12F-中央區,False,,0
6713,排煙手動開關（梯廳）狀態（編號：SB_CN_B1F_1）,,30.208,49.196,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6707,排煙手動開關（梯廳）狀態（編號：SB_CN_B2F_1）,,29.122,49.847,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6730,排煙手動開關（梯廳）狀態（編號：SB_CS_01F_1）,,71.414,45.832,60,Img,,SMS.png,消防-1F-中央區,False,,0
6746,排煙手動開關（梯廳）狀態（編號：SB_CS_02F_1）,,74.705,45.616,60,Img,,SMS.png,消防-2F-中央區,False,,0
6762,排煙手動開關（梯廳）狀態（編號：SB_CS_03F_1）,,73.007,45.776,60,Img,,SMS.png,消防-3F-中央區,False,,0
6778,排煙手動開關（梯廳）狀態（編號：SB_CS_04F_1）,,73.086,45.266,60,Img,,SMS.png,消防-4F-中央區,False,,0
6794,排煙手動開關（梯廳）狀態（編號：SB_CS_05F_1）,,75.508,45.197,60,Img,,SMS.png,消防-5F-中央區,False,,0
6810,排煙手動開關（梯廳）狀態（編號：SB_CS_06F_1）,,72.2,45.941,60,Img,,SMS.png,消防-6F-中央區,False,,0
6826,排煙手動開關（梯廳）狀態（編號：SB_CS_07F_1）,,77.395,55.678,60,Img,,SMS.png,消防-7F-中央區,False,,0
6842,排煙手動開關（梯廳）狀態（編號：SB_CS_08F_1）,,72.862,53.168,60,Img,,SMS.png,消防-8F-中央區,False,,0
6858,排煙手動開關（梯廳）狀態（編號：SB_CS_09F_1）,,73.629,52.362,60,Img,,SMS.png,消防-9F-中央區,False,,0
6874,排煙手動開關（梯廳）狀態（編號：SB_CS_10F_1）,,74.008,52.921,60,Img,,SMS.png,消防-10F-中央區,False,,0
6890,排煙手動開關（梯廳）狀態（編號：SB_CS_11F_1）,,73.018,53.573,60,Img,,SMS.png,消防-11F-中央區,False,,0
6905,排煙手動開關（梯廳）狀態（編號：SB_CS_12F_1）,,72.348,50.624,60,Img,,SMS.png,消防-12F-中央區,False,,0
6714,排煙手動開關（梯廳）狀態（編號：SB_CS_B1F_1）,,77.229,49.651,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6701,排煙手動開關（梯廳）狀態（編號：SB_CS_B2F_1）,,76.647,50.127,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6709,排煙手動開關（梯廳）狀態（編號：SB_EN_01F_1）,,24.222,10.346,60,Img,,SMS.png,消防-1F-中央區,False,,0
6747,排煙手動開關（梯廳）狀態（編號：SB_EN_02F_1）,,24.926,8.229,60,Img,,SMS.png,消防-2F-中央區,False,,0
6763,排煙手動開關（梯廳）狀態（編號：SB_EN_03F_1）,,23.082,8.142,60,Img,,SMS.png,消防-3F-中央區,False,,0
6779,排煙手動開關（梯廳）狀態（編號：SB_EN_04F_1）,,22.357,7.005,60,Img,,SMS.png,消防-4F-中央區,False,,0
6795,排煙手動開關（梯廳）狀態（編號：SB_EN_05F_1）,,23.202,7.008,60,Img,,SMS.png,消防-5F-中央區,False,,0
6811,排煙手動開關（梯廳）狀態（編號：SB_EN_06F_1）,,22.103,8.627,60,Img,,SMS.png,消防-6F-中央區,False,,0
6827,排煙手動開關（梯廳）狀態（編號：SB_EN_07F_1）,,26.7,17.507,60,Img,,SMS.png,消防-7F-中央區,False,,0
6843,排煙手動開關（梯廳）狀態（編號：SB_EN_08F_1）,,22.153,15.145,60,Img,,SMS.png,消防-8F-中央區,False,,0
6859,排煙手動開關（梯廳）狀態（編號：SB_EN_09F_1）,,23.255,14.139,60,Img,,SMS.png,消防-9F-中央區,False,,0
6875,排煙手動開關（梯廳）狀態（編號：SB_EN_10F_1）,,23.544,15.138,60,Img,,SMS.png,消防-10F-中央區,False,,0
6891,排煙手動開關（梯廳）狀態（編號：SB_EN_11F_1）,,22.244,15.401,60,Img,,SMS.png,消防-11F-中央區,False,,0
6715,排煙手動開關（梯廳）狀態（編號：SB_EN_B1F_1）,,25.46,11.029,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6731,排煙手動開關（梯廳）狀態（編號：SB_EN_B2F_1）,,24.222,10.346,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6732,排煙手動開關（梯廳）狀態（編號：SB_ES_01F_1）,,77.661,10.399,60,Img,,SMS.png,消防-1F-中央區,False,,0
6748,排煙手動開關（梯廳）狀態（編號：SB_ES_02F_1）,,81.201,7.952,60,Img,,SMS.png,消防-2F-中央區,False,,0
6764,排煙手動開關（梯廳）狀態（編號：SB_ES_03F_1）,,79.296,8.23,60,Img,,SMS.png,消防-3F-中央區,False,,0
6780,排煙手動開關（梯廳）狀態（編號：SB_ES_04F_1）,,79.4,7.137,60,Img,,SMS.png,消防-4F-中央區,False,,0
6796,排煙手動開關（梯廳）狀態（編號：SB_ES_05F_1）,,81.755,6.965,60,Img,,SMS.png,消防-5F-中央區,False,,0
6812,排煙手動開關（梯廳）狀態（編號：SB_ES_06F_1）,,78.595,8.321,60,Img,,SMS.png,消防-6F-中央區,False,,0
6828,排煙手動開關（梯廳）狀態（編號：SB_ES_07F_1）,,83.742,17.533,60,Img,,SMS.png,消防-7F-中央區,False,,0
6844,排煙手動開關（梯廳）狀態（編號：SB_ES_08F_1）,,79.159,15.285,60,Img,,SMS.png,消防-8F-中央區,False,,0
6860,排煙手動開關（梯廳）狀態（編號：SB_ES_09F_1）,,79.884,14.338,60,Img,,SMS.png,消防-9F-中央區,False,,0
6876,排煙手動開關（梯廳）狀態（編號：SB_ES_10F_1）,,80.255,14.923,60,Img,,SMS.png,消防-10F-中央區,False,,0
6892,排煙手動開關（梯廳）狀態（編號：SB_ES_11F_1）,,79.265,15.488,60,Img,,SMS.png,消防-11F-中央區,False,,0
6716,排煙手動開關（梯廳）狀態（編號：SB_ES_B1F_1）,,82.17,11.112,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6699,排煙手動開關（梯廳）狀態（編號：SB_ES_B2F_1）,,83.468,10.171,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6733,排煙手動開關（梯廳）狀態（編號：SB_N_01F_1）,,29.507,46.154,60,Img,,SMS.png,消防-1F-北區,False,,0
6749,排煙手動開關（梯廳）狀態（編號：SB_N_02F_1）,,33.36,50.848,60,Img,,SMS.png,消防-2F-北區,False,,0
6765,排煙手動開關（梯廳）狀態（編號：SB_N_03F_1）,,31.561,51.441,60,Img,,SMS.png,消防-3F-北區,False,,0
6781,排煙手動開關（梯廳）狀態（編號：SB_N_04F_1）,,30.031,48.914,60,Img,,SMS.png,消防-4F-北區,False,,0
6797,排煙手動開關（梯廳）狀態（編號：SB_N_05F_1）,,32.544,50.475,60,Img,,SMS.png,消防-5F-北區,False,,0
6813,排煙手動開關（梯廳）狀態（編號：SB_N_06F_1）,,24.575,44.422,60,Img,,SMS.png,消防-6F-北區,False,,0
6829,排煙手動開關（梯廳）狀態（編號：SB_N_07F_1）,,20.564,51.401,60,Img,,SMS.png,消防-7F-北區,False,,0
6845,排煙手動開關（梯廳）狀態（編號：SB_N_08F_1）,,22.153,50.434,60,Img,,SMS.png,消防-8F-北區,False,,0
6861,排煙手動開關（梯廳）狀態（編號：SB_N_09F_1）,,22.228,50.424,60,Img,,SMS.png,消防-9F-北區,False,,0
6877,排煙手動開關（梯廳）狀態（編號：SB_N_10F_1）,,24.764,52.614,60,Img,,SMS.png,消防-10F-北區,False,,0
6893,排煙手動開關（梯廳）狀態（編號：SB_N_11F_1）,,27.361,53.787,60,Img,,SMS.png,消防-11F-北區,False,,0
6717,排煙手動開關（梯廳）狀態（編號：SB_N_B1F_1）,,19.347,51.471,60,Img,,SMS.png,消防-B1F-北區,False,,0
6711,排煙手動開關（梯廳）狀態（編號：SB_N_B2F_1）,,25.33,48.932,60,Img,,SMS.png,消防-B2F-北區,False,,0
6734,排煙手動開關（梯廳）狀態（編號：SB_S_01F_1）,,71.44,49.864,60,Img,,SMS.png,消防-1F-南區,False,,0
6750,排煙手動開關（梯廳）狀態（編號：SB_S_02F_1）,,70.997,51.347,60,Img,,SMS.png,消防-2F-南區,False,,0
6766,排煙手動開關（梯廳）狀態（編號：SB_S_03F_1）,,80.086,44.565,60,Img,,SMS.png,消防-3F-南區,False,,0
6782,排煙手動開關（梯廳）狀態（編號：SB_S_04F_1）,,72.708,45.027,60,Img,,SMS.png,消防-4F-南區,False,,0
6798,排煙手動開關（梯廳）狀態（編號：SB_S_05F_1）,,78.366,44.33,60,Img,,SMS.png,消防-5F-南區,False,,0
6814,排煙手動開關（梯廳）狀態（編號：SB_S_06F_1）,,73.03,44.85,60,Img,,SMS.png,消防-6F-南區,False,,0
6830,排煙手動開關（梯廳）狀態（編號：SB_S_07F_1）,,75.831,51.152,60,Img,,SMS.png,消防-7F-南區,False,,0
6846,排煙手動開關（梯廳）狀態（編號：SB_S_08F_1）,,78.932,52.88,60,Img,,SMS.png,消防-8F-南區,False,,0
6862,排煙手動開關（梯廳）狀態（編號：SB_S_09F_1）,,81.39,49.916,60,Img,,SMS.png,消防-9F-南區,False,,0
6878,排煙手動開關（梯廳）狀態（編號：SB_S_10F_1）,,78.937,54.662,60,Img,,SMS.png,消防-10F-南區,False,,0
6894,排煙手動開關（梯廳）狀態（編號：SB_S_11F_1）,,81.059,52.453,60,Img,,SMS.png,消防-11F-南區,False,,0
6718,排煙手動開關（梯廳）狀態（編號：SB_S_B1F_1）,,77.781,49.254,60,Img,,SMS.png,消防-B1F-南區,False,,0
6697,排煙手動開關（梯廳）狀態（編號：SB_S_B2F_1）,,86.205,51.367,60,Img,,SMS.png,消防-B2F-南區,False,,0
6735,排煙手動開關（梯廳）狀態（編號：SB_WN_01F_1）,,24.226,79.099,60,Img,,SMS.png,消防-1F-中央區,False,,0
6751,排煙手動開關（梯廳）狀態（編號：SB_WN_02F_1）,,24.576,80.583,60,Img,,SMS.png,消防-2F-中央區,False,,0
6767,排煙手動開關（梯廳）狀態（編號：SB_WN_03F_1）,,23.033,80.551,60,Img,,SMS.png,消防-3F-中央區,False,,0
6783,排煙手動開關（梯廳）狀態（編號：SB_WN_04F_1）,,22.53,80.682,60,Img,,SMS.png,消防-4F-中央區,False,,0
6799,排煙手動開關（梯廳）狀態（編號：SB_WN_05F_1）,,24.851,80.499,60,Img,,SMS.png,消防-5F-中央區,False,,0
6815,排煙手動開關（梯廳）狀態（編號：SB_WN_06F_1）,,22.204,80.98,60,Img,,SMS.png,消防-6F-中央區,False,,0
6831,排煙手動開關（梯廳）狀態（編號：SB_WN_07F_1）,,26.351,90.998,60,Img,,SMS.png,消防-7F-中央區,False,,0
6847,排煙手動開關（梯廳）狀態（編號：SB_WN_08F_1）,,22.502,88.679,60,Img,,SMS.png,消防-8F-中央區,False,,0
6863,排煙手動開關（梯廳）狀態（編號：SB_WN_09F_1）,,22.656,87.761,60,Img,,SMS.png,消防-9F-中央區,False,,0
6879,排煙手動開關（梯廳）狀態（編號：SB_WN_10F_1）,,23.544,88.51,60,Img,,SMS.png,消防-10F-中央區,False,,0
6895,排煙手動開關（梯廳）狀態（編號：SB_WN_11F_1）,,22.444,89.034,60,Img,,SMS.png,消防-11F-中央區,False,,0
6719,排煙手動開關（梯廳）狀態（編號：SB_WN_B1F_1）,,25.504,84.658,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6705,排煙手動開關（梯廳）狀態（編號：SB_WN_B2F_1）,,24.074,86.811,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6736,排煙手動開關（梯廳）狀態（編號：SB_WS_01F_1）,,76.812,79.099,60,Img,,SMS.png,消防-1F-中央區,False,,0
6752,排煙手動開關（梯廳）狀態（編號：SB_WS_02F_1）,,80.419,80.495,60,Img,,SMS.png,消防-2F-中央區,False,,0
6768,排煙手動開關（梯廳）狀態（編號：SB_WS_03F_1）,,79.204,80.551,60,Img,,SMS.png,消防-3F-中央區,False,,0
6784,排煙手動開關（梯廳）狀態（編號：SB_WS_04F_1）,,79.378,80.683,60,Img,,SMS.png,消防-4F-中央區,False,,0
6800,排煙手動開關（梯廳）狀態（編號：SB_WS_05F_1）,,81.555,80.718,60,Img,,SMS.png,消防-5F-中央區,False,,0
6816,排煙手動開關（梯廳）狀態（編號：SB_WS_06F_1）,,78.456,80.98,60,Img,,SMS.png,消防-6F-中央區,False,,0
6832,排煙手動開關（梯廳）狀態（編號：SB_WS_07F_1）,,84.144,91.304,60,Img,,SMS.png,消防-7F-中央區,False,,0
6848,排煙手動開關（梯廳）狀態（編號：SB_WS_08F_1）,,79.259,88.679,60,Img,,SMS.png,消防-8F-中央區,False,,0
6864,排煙手動開關（梯廳）狀態（編號：SB_WS_09F_1）,,79.876,87.805,60,Img,,SMS.png,消防-9F-中央區,False,,0
6880,排煙手動開關（梯廳）狀態（編號：SB_WS_10F_1）,,80.455,88.335,60,Img,,SMS.png,消防-10F-中央區,False,,0
6896,排煙手動開關（梯廳）狀態（編號：SB_WS_11F_1）,,79.465,89.034,60,Img,,SMS.png,消防-11F-中央區,False,,0
6720,排煙手動開關（梯廳）狀態（編號：SB_WS_B1F_1）,,82.226,84.527,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6703,排煙手動開關（梯廳）狀態（編號：SB_WS_B2F_1）,,82.744,86.811,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6737,排煙手動開關（貨梯）狀態（編號：SB_CN_01F_2）,,27.075,40.648,60,Img,,SMS.png,消防-1F-中央區,False,,0
6753,排煙手動開關（貨梯）狀態（編號：SB_CN_02F_2）,,27.924,40.119,60,Img,,SMS.png,消防-2F-中央區,False,,0
6769,排煙手動開關（貨梯）狀態（編號：SB_CN_03F_2）,,26.181,40.062,60,Img,,SMS.png,消防-3F-中央區,False,,0
6785,排煙手動開關（貨梯）狀態（編號：SB_CN_04F_2）,,25.528,39.582,60,Img,,SMS.png,消防-4F-中央區,False,,0
6801,排煙手動開關（貨梯）狀態（編號：SB_CN_05F_2）,,27.9,39.379,60,Img,,SMS.png,消防-5F-中央區,False,,0
6817,排煙手動開關（貨梯）狀態（編號：SB_CN_06F_2）,,25.302,40.298,60,Img,,SMS.png,消防-6F-中央區,False,,0
6833,排煙手動開關（貨梯）狀態（編號：SB_CN_07F_2）,,29.849,49.878,60,Img,,SMS.png,消防-7F-中央區,False,,0
6849,排煙手動開關（貨梯）狀態（編號：SB_CN_08F_2）,,25.451,47.472,60,Img,,SMS.png,消防-8F-中央區,False,,0
6865,排煙手動開關（貨梯）狀態（編號：SB_CN_09F_2）,,25.803,46.685,60,Img,,SMS.png,消防-9F-中央區,False,,0
6881,排煙手動開關（貨梯）狀態（編號：SB_CN_10F_2）,,26.492,47.451,60,Img,,SMS.png,消防-10F-中央區,False,,0
6897,排煙手動開關（貨梯）狀態（編號：SB_CN_11F_2）,,25.342,47.801,60,Img,,SMS.png,消防-11F-中央區,False,,0
6908,排煙手動開關（貨梯）狀態（編號：SB_CN_12F_2）,,24.751,45.025,60,Img,,SMS.png,消防-12F-中央區,False,,0
6721,排煙手動開關（貨梯）狀態（編號：SB_CN_B1F_2）,,28.646,43.017,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6708,排煙手動開關（貨梯）狀態（編號：SB_CN_B2F_2）,,28.222,44.073,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6738,排煙手動開關（貨梯）狀態（編號：SB_CS_01F_2）,,73.263,40.758,60,Img,,SMS.png,消防-1F-中央區,False,,0
6754,排煙手動開關（貨梯）狀態（編號：SB_CS_02F_2）,,76.704,40.06,60,Img,,SMS.png,消防-2F-中央區,False,,0
6770,排煙手動開關（貨梯）狀態（編號：SB_CS_03F_2）,,75.056,40.136,60,Img,,SMS.png,消防-3F-中央區,False,,0
6786,排煙手動開關（貨梯）狀態（編號：SB_CS_04F_2）,,75.085,39.625,60,Img,,SMS.png,消防-4F-中央區,False,,0
6802,排煙手動開關（貨梯）狀態（編號：SB_CS_05F_2）,,77.408,39.642,60,Img,,SMS.png,消防-5F-中央區,False,,0
6818,排煙手動開關（貨梯）狀態（編號：SB_CS_06F_2）,,74.149,40.342,60,Img,,SMS.png,消防-6F-中央區,False,,0
6834,排煙手動開關（貨梯）狀態（編號：SB_CS_07F_2）,,79.394,50.035,60,Img,,SMS.png,消防-7F-中央區,False,,0
6850,排煙手動開關（貨梯）狀態（編號：SB_CS_08F_2）,,74.861,47.7,60,Img,,SMS.png,消防-8F-中央區,False,,0
6866,排煙手動開關（貨梯）狀態（編號：SB_CS_09F_2）,,75.479,46.762,60,Img,,SMS.png,消防-9F-中央區,False,,0
6882,排煙手動開關（貨梯）狀態（編號：SB_CS_10F_2）,,76.057,47.368,60,Img,,SMS.png,消防-10F-中央區,False,,0
6898,排煙手動開關（貨梯）狀態（編號：SB_CS_11F_2）,,75.067,48.02,60,Img,,SMS.png,消防-11F-中央區,False,,0
6906,排煙手動開關（貨梯）狀態（編號：SB_CS_12F_2）,,74.747,44.937,60,Img,,SMS.png,消防-12F-中央區,False,,0
6722,排煙手動開關（貨梯）狀態（編號：SB_CS_B1F_2）,,78.428,43.483,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6702,排煙手動開關（貨梯）狀態（編號：SB_CS_B2F_2）,,78.446,44.047,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6710,排煙手動開關（貨梯）狀態（編號：SB_EN_01F_2）,,27.371,11.046,60,Img,,SMS.png,消防-1F-中央區,False,,0
6755,排煙手動開關（貨梯）狀態（編號：SB_EN_02F_2）,,27.724,8.842,60,Img,,SMS.png,消防-2F-中央區,False,,0
6771,排煙手動開關（貨梯）狀態（編號：SB_EN_03F_2）,,25.881,8.798,60,Img,,SMS.png,消防-3F-中央區,False,,0
6787,排煙手動開關（貨梯）狀態（編號：SB_EN_04F_2）,,25.056,7.967,60,Img,,SMS.png,消防-4F-中央區,False,,0
6803,排煙手動開關（貨梯）狀態（編號：SB_EN_05F_2）,,26.151,8.583,60,Img,,SMS.png,消防-5F-中央區,False,,0
6819,排煙手動開關（貨梯）狀態（編號：SB_EN_06F_2）,,25.252,9.371,60,Img,,SMS.png,消防-6F-中央區,False,,0
6835,排煙手動開關（貨梯）狀態（編號：SB_EN_07F_2）,,29.749,18.338,60,Img,,SMS.png,消防-7F-中央區,False,,0
6851,排煙手動開關（貨梯）狀態（編號：SB_EN_08F_2）,,25.151,15.889,60,Img,,SMS.png,消防-8F-中央區,False,,0
6867,排煙手動開關（貨梯）狀態（編號：SB_EN_09F_2）,,26.003,15.145,60,Img,,SMS.png,消防-9F-中央區,False,,0
6883,排煙手動開關（貨梯）狀態（編號：SB_EN_10F_2）,,26.592,15.576,60,Img,,SMS.png,消防-10F-中央區,False,,0
6899,排煙手動開關（貨梯）狀態（編號：SB_EN_11F_2）,,25.292,16.188,60,Img,,SMS.png,消防-11F-中央區,False,,0
6723,排煙手動開關（貨梯）狀態（編號：SB_EN_B1F_2）,,28.458,11.795,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6739,排煙手動開關（貨梯）狀態（編號：SB_EN_B2F_2）,,27.371,11.046,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6740,排煙手動開關（貨梯）狀態（編號：SB_ES_01F_2）,,73.413,10.924,60,Img,,SMS.png,消防-1F-中央區,False,,0
6756,排煙手動開關（貨梯）狀態（編號：SB_ES_02F_2）,,77.003,8.827,60,Img,,SMS.png,消防-2F-中央區,False,,0
6772,排煙手動開關（貨梯）狀態（編號：SB_ES_03F_2）,,75.098,8.711,60,Img,,SMS.png,消防-3F-中央區,False,,0
6788,排煙手動開關（貨梯）狀態（編號：SB_ES_04F_2）,,75.202,7.967,60,Img,,SMS.png,消防-4F-中央區,False,,0
6804,排煙手動開關（貨梯）狀態（編號：SB_ES_05F_2）,,77.657,8.058,60,Img,,SMS.png,消防-5F-中央區,False,,0
6820,排煙手動開關（貨梯）狀態（編號：SB_ES_06F_2）,,74.497,9.371,60,Img,,SMS.png,消防-6F-中央區,False,,0
6836,排煙手動開關（貨梯）狀態（編號：SB_ES_07F_2）,,79.694,18.583,60,Img,,SMS.png,消防-7F-中央區,False,,0
6852,排煙手動開關（貨梯）狀態（編號：SB_ES_08F_2）,,75.111,16.116,60,Img,,SMS.png,消防-8F-中央區,False,,0
6868,排煙手動開關（貨梯）狀態（編號：SB_ES_09F_2）,,75.737,15.038,60,Img,,SMS.png,消防-9F-中央區,False,,0
6884,排煙手動開關（貨梯）狀態（編號：SB_ES_10F_2）,,76.257,15.667,60,Img,,SMS.png,消防-10F-中央區,False,,0
6900,排煙手動開關（貨梯）狀態（編號：SB_ES_11F_2）,,75.067,16.275,60,Img,,SMS.png,消防-11F-中央區,False,,0
6724,排煙手動開關（貨梯）狀態（編號：SB_ES_B1F_2）,,78.072,11.811,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6700,排煙手動開關（貨梯）狀態（編號：SB_ES_B2F_2）,,78.77,14.196,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6741,排煙手動開關（貨梯）狀態（編號：SB_N_01F_2）,,28.957,42.086,60,Img,,SMS.png,消防-1F-北區,False,,0
6757,排煙手動開關（貨梯）狀態（編號：SB_N_02F_2）,,33.16,46.561,60,Img,,SMS.png,消防-2F-北區,False,,0
6773,排煙手動開關（貨梯）狀態（編號：SB_N_03F_2）,,30.662,47.331,60,Img,,SMS.png,消防-3F-北區,False,,0
6789,排煙手動開關（貨梯）狀態（編號：SB_N_04F_2）,,29.731,44.848,60,Img,,SMS.png,消防-4F-北區,False,,0
6712,排煙手動開關（貨梯）狀態（編號：SB_N_05F_2）,,24.73,45.091,60,Img,,SMS.png,消防-5F-北區,False,,0
6821,排煙手動開關（貨梯）狀態（編號：SB_N_06F_2）,,24.175,40.616,60,Img,,SMS.png,消防-6F-北區,False,,0
6837,排煙手動開關（貨梯）狀態（編號：SB_N_07F_2）,,20.114,47.202,60,Img,,SMS.png,消防-7F-北區,False,,0
6853,排煙手動開關（貨梯）狀態（編號：SB_N_08F_2）,,21.753,46.934,60,Img,,SMS.png,消防-8F-北區,False,,0
6869,排煙手動開關（貨梯）狀態（編號：SB_N_09F_2）,,21.778,46.356,60,Img,,SMS.png,消防-9F-北區,False,,0
6885,排煙手動開關（貨梯）狀態（編號：SB_N_10F_2）,,24.814,49.51,60,Img,,SMS.png,消防-10F-北區,False,,0
6901,排煙手動開關（貨梯）狀態（編號：SB_N_11F_2）,,27.461,49.721,60,Img,,SMS.png,消防-11F-北區,False,,0
6725,排煙手動開關（貨梯）狀態（編號：SB_N_B1F_2）,,18.698,47.316,60,Img,,SMS.png,消防-B1F-北區,False,,0
6805,排煙手動開關（貨梯）狀態（編號：SB_N_B2F_2）,,24.73,45.091,60,Img,,SMS.png,消防-B2F-北區,False,,0
6742,排煙手動開關（貨梯）狀態（編號：SB_S_01F_2）,,72.339,45.446,60,Img,,SMS.png,消防-1F-南區,False,,0
6758,排煙手動開關（貨梯）狀態（編號：SB_S_02F_2）,,71.697,46.842,60,Img,,SMS.png,消防-2F-南區,False,,0
6774,排煙手動開關（貨梯）狀態（編號：SB_S_03F_2）,,80.835,40.499,60,Img,,SMS.png,消防-3F-南區,False,,0
6790,排煙手動開關（貨梯）狀態（編號：SB_S_04F_2）,,73.158,40.829,60,Img,,SMS.png,消防-4F-南區,False,,0
6806,排煙手動開關（貨梯）狀態（編號：SB_S_05F_2）,,79.015,40.131,60,Img,,SMS.png,消防-5F-南區,False,,0
6822,排煙手動開關（貨梯）狀態（編號：SB_S_06F_2）,,73.63,40.957,60,Img,,SMS.png,消防-6F-南區,False,,0
6838,排煙手動開關（貨梯）狀態（編號：SB_S_07F_2）,,75.732,47.259,60,Img,,SMS.png,消防-7F-南區,False,,0
6854,排煙手動開關（貨梯）狀態（編號：SB_S_08F_2）,,79.132,48.637,60,Img,,SMS.png,消防-8F-南區,False,,0
6870,排煙手動開關（貨梯）狀態（編號：SB_S_09F_2）,,82.19,45.892,60,Img,,SMS.png,消防-9F-南區,False,,0
6886,排煙手動開關（貨梯）狀態（編號：SB_S_10F_2）,,79.337,50.902,60,Img,,SMS.png,消防-10F-南區,False,,0
6902,排煙手動開關（貨梯）狀態（編號：SB_S_11F_2）,,81.809,48.343,60,Img,,SMS.png,消防-11F-南區,False,,0
6726,排煙手動開關（貨梯）狀態（編號：SB_S_B1F_2）,,78.23,44.748,60,Img,,SMS.png,消防-B1F-南區,False,,0
6698,排煙手動開關（貨梯）狀態（編號：SB_S_B2F_2）,,87.204,47.43,60,Img,,SMS.png,消防-B2F-南區,False,,0
6743,排煙手動開關（貨梯）狀態（編號：SB_WN_01F_2）,,26.975,78.268,60,Img,,SMS.png,消防-1F-中央區,False,,0
6759,排煙手動開關（貨梯）狀態（編號：SB_WN_02F_2）,,27.574,79.97,60,Img,,SMS.png,消防-2F-中央區,False,,0
6775,排煙手動開關（貨梯）狀態（編號：SB_WN_03F_2）,,26.281,79.764,60,Img,,SMS.png,消防-3F-中央區,False,,0
6791,排煙手動開關（貨梯）狀態（編號：SB_WN_04F_2）,,25.329,79.895,60,Img,,SMS.png,消防-4F-中央區,False,,0
6807,排煙手動開關（貨梯）狀態（編號：SB_WN_05F_2）,,27.5,79.931,60,Img,,SMS.png,消防-5F-中央區,False,,0
6823,排煙手動開關（貨梯）狀態（編號：SB_WN_06F_2）,,24.903,80.193,60,Img,,SMS.png,消防-6F-中央區,False,,0
6839,排煙手動開關（貨梯）狀態（編號：SB_WN_07F_2）,,29.349,90.211,60,Img,,SMS.png,消防-7F-中央區,False,,0
6855,排煙手動開關（貨梯）狀態（編號：SB_WN_08F_2）,,25.151,87.892,60,Img,,SMS.png,消防-8F-中央區,False,,0
6871,排煙手動開關（貨梯）狀態（編號：SB_WN_09F_2）,,25.854,87.017,60,Img,,SMS.png,消防-9F-中央區,False,,0
6887,排煙手動開關（貨梯）狀態（編號：SB_WN_10F_2）,,26.342,87.722,60,Img,,SMS.png,消防-10F-中央區,False,,0
6903,排煙手動開關（貨梯）狀態（編號：SB_WN_11F_2）,,24.993,88.247,60,Img,,SMS.png,消防-11F-中央區,False,,0
6727,排煙手動開關（貨梯）狀態（編號：SB_WN_B1F_2）,,28.553,83.958,60,Img,,SMS.png,消防-B1F-中央區,False,,0
6706,排煙手動開關（貨梯）狀態（編號：SB_WN_B2F_2）,,27.372,85.98,60,Img,,SMS.png,消防-B2F-中央區,False,,0
6744,排煙手動開關（貨梯）狀態（編號：SB_WS_01F_2）,,73.613,78.531,60,Img,,SMS.png,消防-1F-中央區,False,,0
