資料庫Id,設備CustomId,屬性CustomId,X 座標,Y 座標,圖示大小,Icon類別,超連結地圖名稱,Arg1,所屬地圖名稱,反向點,超連結網址,轉向角度
2432,火警迴路（編號：PBL_B1F_N3）,,18.35,65.259,60,Img,,FTD.png,消防-B1F-北區,False,,0
2451,火警迴路（編號：PBL_B1F_N3）,,20.699,67.183,60,Img,,FTD.png,消防-B1F-北區,False,,0
2261,火警迴路（編號：PBL_B1F_N3）,,30.044,76.02,60,Img,,FTD.png,消防-B1F-北區,False,,0
2280,火警迴路（編號：PBL_B1F_N3）,,26.596,78.382,60,Img,,FTD.png,消防-B1F-北區,False,,0
2318,火警迴路（編號：PBL_B1F_N3）,,21.099,72.695,60,Img,,FTD.png,消防-B1F-北區,False,,0
2299,火警迴路（編號：PBL_B1F_N3）,,23.997,76.195,60,Img,,FTD.png,消防-B1F-北區,False,,0
2356,火警迴路（編號：PBL_B1F_N3）,,13.902,77.682,60,Img,,FTD.png,消防-B1F-北區,False,,0
2337,火警迴路（編號：PBL_B1F_N3）,,18.2,78.382,60,Img,,FTD.png,消防-B1F-北區,False,,0
2375,火警迴路（編號：PBL_B1F_N3）,,14.002,73.745,60,Img,,FTD.png,消防-B1F-北區,False,,0
2242,火警迴路（編號：PBL_B1F_N3）,,21.499,69.677,60,Img,,HYD.png,消防-B1F-北區,False,,0
5863,火警迴路（編號：PBL_B1F_N3）,,9.1,65.102,60,Img,,HYD.png,平面圖-B1F,False,,0
5860,火警迴路（編號：PBL_B1F_N4）,,9.465,56.219,60,Img,,HYD.png,平面圖-B1F,False,,0
2245,火警迴路（編號：PBL_B1F_N4）,,23.348,58.478,60,Img,,HYD.png,消防-B1F-北區,False,,0
2359,火警迴路（編號：PBL_B1F_N4）,,20.949,62.721,60,Img,,FTD.png,消防-B1F-北區,False,,0
2378,火警迴路（編號：PBL_B1F_N4）,,24.197,60.622,60,Img,,FTD.png,消防-B1F-北區,False,,0
2340,火警迴路（編號：PBL_B1F_N4）,,13.203,61.497,60,Img,,FTD.png,消防-B1F-北區,False,,0
2321,火警迴路（編號：PBL_B1F_N4）,,17.85,60.578,60,Img,,FTD.png,消防-B1F-北區,False,,0
2454,火警迴路（編號：PBL_B1F_N4）,,26.246,56.947,60,Img,,FTD.png,消防-B1F-北區,False,,0
2435,火警迴路（編號：PBL_B1F_N4）,,30.194,55.285,60,Img,,FTD.png,消防-B1F-北區,False,,0
2416,火警迴路（編號：PBL_B1F_N4）,,30.044,61.19,60,Img,,FTD.png,消防-B1F-北區,False,,0
2397,火警迴路（編號：PBL_B1F_N4）,,26.796,63.071,60,Img,,FTD.png,消防-B1F-北區,False,,0
2640,火警迴路（編號：PBL_B1F_N4）,,25.233,65.324,60,Img,,RUD.png,消防-B1F-北區,False,,0
2637,火警迴路（編號：PBL_B1F_N4）,,47.671,61.232,60,Img,,RUD.png,消防-B1F-北區,False,,0
2638,火警迴路（編號：PBL_B1F_N4）,,45.273,61.232,60,Img,,RUD.png,消防-B1F-北區,False,,0
2635,火警迴路（編號：PBL_B1F_N4）,,25.233,62.83,60,Img,,RUD.png,消防-B1F-北區,False,,0
2629,火警迴路（編號：PBL_B1F_N5）,,47.671,39.694,60,Img,,RUD.png,消防-B1F-北區,False,,0
2627,火警迴路（編號：PBL_B1F_N5）,,45.273,39.694,60,Img,,RUD.png,消防-B1F-北區,False,,0
2398,火警迴路（編號：PBL_B1F_N5）,,27.022,40.571,60,Img,,FTD.png,消防-B1F-北區,False,,0
2417,火警迴路（編號：PBL_B1F_N5）,,18.077,38.296,60,Img,,FTD.png,消防-B1F-北區,False,,0
2436,火警迴路（編號：PBL_B1F_N5）,,13.379,39.39,60,Img,,FTD.png,消防-B1F-北區,False,,0
2455,火警迴路（編號：PBL_B1F_N5）,,20.776,40.352,60,Img,,FTD.png,消防-B1F-北區,False,,0
2546,火警迴路（編號：PBL_B1F_N5）,,25.973,49.539,60,Img,,FTD.png,消防-B1F-北區,False,,0
2322,火警迴路（編號：PBL_B1F_N5）,,32.42,45.295,60,Img,,FTD.png,消防-B1F-北區,False,,0
2303,火警迴路（編號：PBL_B1F_N5）,,25.823,45.077,60,Img,,FTD.png,消防-B1F-北區,False,,0
2284,火警迴路（編號：PBL_B1F_N5）,,30.121,49.014,60,Img,,FTD.png,消防-B1F-北區,False,,0
2265,火警迴路（編號：PBL_B1F_N5）,,32.82,51.988,60,Img,,FTD.png,消防-B1F-北區,False,,0
2341,火警迴路（編號：PBL_B1F_N5）,,30.322,42.627,60,Img,,FTD.png,消防-B1F-北區,False,,0
2379,火警迴路（編號：PBL_B1F_N5）,,30.471,38.559,60,Img,,FTD.png,消防-B1F-北區,False,,0
2360,火警迴路（編號：PBL_B1F_N5）,,32.72,40.702,60,Img,,FTD.png,消防-B1F-北區,False,,0
2246,火警迴路（編號：PBL_B1F_N5）,,23.048,42.511,60,Img,,HYD.png,消防-B1F-北區,False,,0
5856,火警迴路（編號：PBL_B1F_N5）,,9.49,43.462,60,Img,,HYD.png,平面圖-B1F,False,,0
5853,火警迴路（編號：PBL_B1F_N6）,,9.238,34.696,60,Img,,HYD.png,平面圖-B1F,False,,0
2247,火警迴路（編號：PBL_B1F_N6）,,23.075,31.05,60,Img,,HYD.png,消防-B1F-北區,False,,0
2361,火警迴路（編號：PBL_B1F_N6）,,23.875,26.982,60,Img,,FTD.png,消防-B1F-北區,False,,0
2380,火警迴路（編號：PBL_B1F_N6）,,29.622,27.42,60,Img,,FTD.png,消防-B1F-北區,False,,0
2342,火警迴路（編號：PBL_B1F_N6）,,24.175,22.564,60,Img,,FTD.png,消防-B1F-北區,False,,0
2266,火警迴路（編號：PBL_B1F_N6）,,13.43,29.257,60,Img,,FTD.png,消防-B1F-北區,False,,0
2285,火警迴路（編號：PBL_B1F_N6）,,13.48,23.745,60,Img,,FTD.png,消防-B1F-北區,False,,0
2304,火警迴路（編號：PBL_B1F_N6）,,17.578,22.783,60,Img,,FTD.png,消防-B1F-北區,False,,0
2323,火警迴路（編號：PBL_B1F_N6）,,20.976,24.445,60,Img,,FTD.png,消防-B1F-北區,False,,0
2456,火警迴路（編號：PBL_B1F_N6）,,23.825,32.8,60,Img,,FTD.png,消防-B1F-北區,False,,0
2437,火警迴路（編號：PBL_B1F_N6）,,26.523,36.125,60,Img,,FTD.png,消防-B1F-北區,False,,0
2418,火警迴路（編號：PBL_B1F_N6）,,30.322,33.194,60,Img,,FTD.png,消防-B1F-北區,False,,0
2399,火警迴路（編號：PBL_B1F_N6）,,26.124,30.657,60,Img,,FTD.png,消防-B1F-北區,False,,0
2619,火警迴路（編號：PBL_B1F_N6）,,56.267,32.914,60,Img,,RUD.png,消防-B1F-北區,False,,0
2620,火警迴路（編號：PBL_B1F_N6）,,25.233,32.914,60,Img,,RUD.png,消防-B1F-北區,False,,0
2621,火警迴路（編號：PBL_B1F_N6）,,25.233,30.595,60,Img,,RUD.png,消防-B1F-北區,False,,0
2623,火警迴路（編號：PBL_B1F_N6）,,56.267,30.595,60,Img,,RUD.png,消防-B1F-北區,False,,0
2612,火警迴路（編號：PBL_B1F_N6）,,21.326,30.088,60,Img,,FTD.png,消防-B1F-北區,False,,0
2613,火警迴路（編號：PBL_B1F_N6）,,17.878,27.988,60,Img,,FTD.png,消防-B1F-北區,False,,0
2614,火警迴路（編號：PBL_B1F_N6）,,18.178,33.5,60,Img,,FTD.png,消防-B1F-北區,False,,0
2615,火警迴路（編號：PBL_B1F_N6）,,21.076,35.512,60,Img,,FTD.png,消防-B1F-北區,False,,0
2616,火警迴路（編號：PBL_B1F_N6）,,13.63,34.375,60,Img,,FTD.png,消防-B1F-北區,False,,0
2617,火警迴路（編號：PBL_B1F_N7）,,30.38,13.01,60,Img,,RUD.png,消防-B1F-北區,False,,0
2618,火警迴路（編號：PBL_B1F_N7）,,26.982,13.01,60,Img,,RUD.png,消防-B1F-北區,False,,0
2597,火警迴路（編號：PBL_B1F_N7）,,25.274,5.854,60,Img,,FTD.png,消防-B1F-北區,False,,0
2599,火警迴路（編號：PBL_B1F_N7）,,13.23,9.178,60,Img,,SD.png,消防-B1F-北區,False,,0
2400,火警迴路（編號：PBL_B1F_N7）,,25.374,17.008,60,Img,,FTD.png,消防-B1F-北區,False,,0
2419,火警迴路（編號：PBL_B1F_N7）,,13.73,18.365,60,Img,,FTD.png,消防-B1F-北區,False,,0
2438,火警迴路（編號：PBL_B1F_N7）,,17.728,17.271,60,Img,,FTD.png,消防-B1F-北區,False,,0
2457,火警迴路（編號：PBL_B1F_N7）,,20.676,19.283,60,Img,,FTD.png,消防-B1F-北區,False,,0
2324,火警迴路（編號：PBL_B1F_N7）,,22.326,13.028,60,Img,,FTD.png,消防-B1F-北區,False,,0
2305,火警迴路（編號：PBL_B1F_N7）,,25.324,9.134,60,Img,,FTD.png,消防-B1F-北區,False,,0
2286,火警迴路（編號：PBL_B1F_N7）,,17.978,11.715,60,Img,,FTD.png,消防-B1F-北區,False,,0
2267,火警迴路（編號：PBL_B1F_N7）,,18.328,7.035,60,Img,,FTD.png,消防-B1F-北區,False,,0
2343,火警迴路（編號：PBL_B1F_N7）,,26.673,14.165,60,Img,,FTD.png,消防-B1F-北區,False,,0
2381,火警迴路（編號：PBL_B1F_N7）,,26.673,19.589,60,Img,,FTD.png,消防-B1F-北區,False,,0
2362,火警迴路（編號：PBL_B1F_N7）,,29.872,16.965,60,Img,,FTD.png,消防-B1F-北區,False,,0
2248,火警迴路（編號：PBL_B1F_N7）,,22.848,15.74,60,Img,,HYD.png,消防-B1F-北區,False,,0
5850,火警迴路（編號：PBL_B1F_N7）,,9.389,22.432,60,Img,,HYD.png,平面圖-B1F,False,,0
5912,火警迴路（編號：PBL_B1F_S2）,,90.411,77.388,60,Img,,HYD.png,平面圖-B1F,False,,0
2219,火警迴路（編號：PBL_B1F_S2）,,67.312,85.337,60,Img,,RUD.png,消防-B1F-南區,False,,0
2220,火警迴路（編號：PBL_B1F_S2）,,69.511,85.337,60,Img,,RUD.png,消防-B1F-南區,False,,0
1778,火警迴路（編號：PBL_B1F_S2）,,76.146,81.182,60,Img,,FTD.png,消防-B1F-南區,False,,0
1911,火警迴路（編號：PBL_B1F_S2）,,71.148,92.643,60,Img,,FTD.png,消防-B1F-南區,False,,0
1909,火警迴路（編號：PBL_B1F_S2）,,77.645,91.462,60,Img,,FTD.png,消防-B1F-南區,False,,0
1905,火警迴路（編號：PBL_B1F_S2）,,83.042,89.099,60,Img,,FTD.png,消防-B1F-南區,False,,0
1906,火警迴路（編號：PBL_B1F_S2）,,83.092,92.249,60,Img,,FTD.png,消防-B1F-南區,False,,0
1907,火警迴路（編號：PBL_B1F_S2）,,72.847,78.863,60,Img,,FTD.png,消防-B1F-南區,False,,0
1901,火警迴路（編號：PBL_B1F_S2）,,82.942,80.176,60,Img,,FTD.png,消防-B1F-南區,False,,0
1902,火警迴路（編號：PBL_B1F_S2）,,79.094,84.462,60,Img,,FTD.png,消防-B1F-南區,False,,0
1903,火警迴路（編號：PBL_B1F_S2）,,76.395,86.737,60,Img,,FTD.png,消防-B1F-南區,False,,0
1899,火警迴路（編號：PBL_B1F_S2）,,79.194,78.994,60,Img,,FTD.png,消防-B1F-南區,False,,0
1913,火警迴路（編號：PBL_B1F_S2）,,69.799,81.969,60,Img,,FTD.png,消防-B1F-南區,False,,0
1914,火警迴路（編號：PBL_B1F_S2）,,72.697,84.637,60,Img,,FTD.png,消防-B1F-南區,False,,0
1915,火警迴路（編號：PBL_B1F_S2）,,69.949,86.781,60,Img,,FTD.png,消防-B1F-南區,False,,0
1916,火警迴路（編號：PBL_B1F_S2）,,71.148,89.843,60,Img,,FTD.png,消防-B1F-南區,False,,0
1756,火警迴路（編號：PBL_B1F_S2）,,74.047,82.844,60,Img,,HYD.png,消防-B1F-南區,False,,0
1871,火警迴路（編號：PBL_B1F_S3）,,72.797,62.81,60,Img,,FTD.png,消防-B1F-南區,False,,0
1872,火警迴路（編號：PBL_B1F_S3）,,70.448,65.085,60,Img,,FTD.png,消防-B1F-南區,False,,0
1881,火警迴路（編號：PBL_B1F_S3）,,78.744,68.191,60,Img,,FTD.png,消防-B1F-南區,False,,0
1882,火警迴路（編號：PBL_B1F_S3）,,83.242,69.503,60,Img,,FTD.png,消防-B1F-南區,False,,0
1883,火警迴路（編號：PBL_B1F_S3）,,82.942,74.971,60,Img,,FTD.png,消防-B1F-南區,False,,0
1877,火警迴路（編號：PBL_B1F_S3）,,75.646,64.648,60,Img,,FTD.png,消防-B1F-南區,False,,0
1878,火警迴路（編號：PBL_B1F_S3）,,78.994,62.723,60,Img,,FTD.png,消防-B1F-南區,False,,0
1879,火警迴路（編號：PBL_B1F_S3）,,83.142,63.991,60,Img,,FTD.png,消防-B1F-南區,False,,0
1885,火警迴路（編號：PBL_B1F_S3）,,77.345,75.977,60,Img,,FTD.png,消防-B1F-南區,False,,0
1886,火警迴路（編號：PBL_B1F_S3）,,75.996,70.247,60,Img,,FTD.png,消防-B1F-南區,False,,0
1887,火警迴路（編號：PBL_B1F_S3）,,72.797,73.353,60,Img,,FTD.png,消防-B1F-南區,False,,0
1888,火警迴路（編號：PBL_B1F_S3）,,66.146,73.309,60,Img,,FTD.png,消防-B1F-南區,False,,0
1889,火警迴路（編號：PBL_B1F_S3）,,70.348,70.772,60,Img,,FTD.png,消防-B1F-南區,False,,0
1890,火警迴路（編號：PBL_B1F_S3）,,70.498,75.977,60,Img,,FTD.png,消防-B1F-南區,False,,0
1874,火警迴路（編號：PBL_B1F_S3）,,66.45,62.504,60,Img,,FTD.png,消防-B1F-南區,False,,0
1875,火警迴路（編號：PBL_B1F_S3）,,66.5,67.797,60,Img,,FTD.png,消防-B1F-南區,False,,0
1892,火警迴路（編號：PBL_B1F_S3）,,72.897,68.235,60,Img,,FTD.png,消防-B1F-南區,False,,0
1753,火警迴路（編號：PBL_B1F_S3）,,74.047,67.185,60,Img,,HYD.png,消防-B1F-南區,False,,0
1777,火警迴路（編號：PBL_B1F_S3）,,76.146,73.309,60,Img,,SD.png,消防-B1F-南區,False,,0
2215,火警迴路（編號：PBL_B1F_S3）,,40.426,68.183,60,Img,,RUD.png,消防-B1F-南區,False,,0
2216,火警迴路（編號：PBL_B1F_S3）,,71.56,68.183,60,Img,,RUD.png,消防-B1F-南區,False,,0
2217,火警迴路（編號：PBL_B1F_S3）,,71.56,65.121,60,Img,,RUD.png,消防-B1F-南區,False,,0
2218,火警迴路（編號：PBL_B1F_S3）,,40.426,65.121,60,Img,,RUD.png,消防-B1F-南區,False,,0
5911,火警迴路（編號：PBL_B1F_S3）,,90.713,65.045,60,Img,,HYD.png,平面圖-B1F,False,,0
5910,火警迴路（編號：PBL_B1F_S4）,,90.23,56.237,60,Img,,HYD.png,平面圖-B1F,False,,0
1776,火警迴路（編號：PBL_B1F_S4）,,78.664,58.104,60,Img,,FTD.png,消防-B1F-南區,False,,0
1859,火警迴路（編號：PBL_B1F_S4）,,72.867,52.723,60,Img,,FTD.png,消防-B1F-南區,False,,0
1860,火警迴路（編號：PBL_B1F_S4）,,66.37,52.592,60,Img,,FTD.png,消防-B1F-南區,False,,0
1861,火警迴路（編號：PBL_B1F_S4）,,66.57,57.622,60,Img,,FTD.png,消防-B1F-南區,False,,0
1862,火警迴路（編號：PBL_B1F_S4）,,70.368,60.072,60,Img,,FTD.png,消防-B1F-南區,False,,0
1863,火警迴路（編號：PBL_B1F_S4）,,83.012,59.197,60,Img,,FTD.png,消防-B1F-南區,False,,0
1864,火警迴路（編號：PBL_B1F_S4）,,75.915,60.247,60,Img,,FTD.png,消防-B1F-南區,False,,0
1865,火警迴路（編號：PBL_B1F_S4）,,72.817,57.841,60,Img,,FTD.png,消防-B1F-南區,False,,0
1752,火警迴路（編號：PBL_B1F_S4）,,73.619,56.287,60,Img,,HYD.png,消防-B1F-南區,False,,0
1749,火警迴路（編號：PBL_B1F_S5）,,73.62,40.062,60,Img,,HYD.png,消防-B1F-南區,False,,0
1774,火警迴路（編號：PBL_B1F_S5）,,71.571,42.949,60,Img,,FTD.png,消防-B1F-南區,False,,0
1821,火警迴路（編號：PBL_B1F_S5）,,76.069,38.137,60,Img,,FTD.png,消防-B1F-南區,False,,0
1822,火警迴路（編號：PBL_B1F_S5）,,83.765,37.131,60,Img,,FTD.png,消防-B1F-南區,False,,0
1823,火警迴路（編號：PBL_B1F_S5）,,79.217,36.037,60,Img,,FTD.png,消防-B1F-南區,False,,0
1824,火警迴路（編號：PBL_B1F_S5）,,72.871,35.994,60,Img,,FTD.png,消防-B1F-南區,False,,0
1825,火警迴路（編號：PBL_B1F_S5）,,70.322,38.443,60,Img,,FTD.png,消防-B1F-南區,False,,0
1826,火警迴路（編號：PBL_B1F_S5）,,66.324,36.125,60,Img,,FTD.png,消防-B1F-南區,False,,0
1832,火警迴路（編號：PBL_B1F_S5）,,66.374,46.623,60,Img,,FTD.png,消防-B1F-南區,False,,0
1833,火警迴路（編號：PBL_B1F_S5）,,64.475,49.729,60,Img,,FTD.png,消防-B1F-南區,False,,0
1834,火警迴路（編號：PBL_B1F_S5）,,71.771,47.805,60,Img,,FTD.png,消防-B1F-南區,False,,0
1828,火警迴路（編號：PBL_B1F_S5）,,64.175,38.443,60,Img,,FTD.png,消防-B1F-南區,False,,0
1829,火警迴路（編號：PBL_B1F_S5）,,66.574,40.412,60,Img,,FTD.png,消防-B1F-南區,False,,0
1830,火警迴路（編號：PBL_B1F_S5）,,64.175,43.343,60,Img,,FTD.png,消防-B1F-南區,False,,0
2202,火警迴路（編號：PBL_B1F_S5）,,48.772,37.393,60,Img,,RUD.png,消防-B1F-南區,False,,0
2203,火警迴路（編號：PBL_B1F_S5）,,51.071,37.393,60,Img,,RUD.png,消防-B1F-南區,False,,0
5908,火警迴路（編號：PBL_B1F_S5）,,90.211,43.694,60,Img,,HYD.png,平面圖-B1F,False,,0
5907,火警迴路（編號：PBL_B1F_S6）,,90.655,34.8,60,Img,,HYD.png,平面圖-B1F,False,,0
2183,火警迴路（編號：PBL_B1F_S6）,,71.56,31.138,60,Img,,RUD.png,消防-B1F-南區,False,,0
2184,火警迴路（編號：PBL_B1F_S6）,,71.56,27.945,60,Img,,RUD.png,消防-B1F-南區,False,,0
1773,火警迴路（編號：PBL_B1F_S6）,,72.821,30.919,60,Img,,FTD.png,消防-B1F-南區,False,,0
1804,火警迴路（編號：PBL_B1F_S6）,,79.067,25.582,60,Img,,FTD.png,消防-B1F-南區,False,,0
1805,火警迴路（編號：PBL_B1F_S6）,,76.219,27.682,60,Img,,FTD.png,消防-B1F-南區,False,,0
1806,火警迴路（編號：PBL_B1F_S6）,,79.067,20.071,60,Img,,FTD.png,消防-B1F-南區,False,,0
1807,火警迴路（編號：PBL_B1F_S6）,,83.115,20.989,60,Img,,FTD.png,消防-B1F-南區,False,,0
1808,火警迴路（編號：PBL_B1F_S6）,,75.819,22.302,60,Img,,FTD.png,消防-B1F-南區,False,,0
1809,火警迴路（編號：PBL_B1F_S6）,,73.021,19.983,60,Img,,FTD.png,消防-B1F-南區,False,,0
1810,火警迴路（編號：PBL_B1F_S6）,,83.415,26.545,60,Img,,FTD.png,消防-B1F-南區,False,,0
1811,火警迴路（編號：PBL_B1F_S6）,,70.272,22.258,60,Img,,FTD.png,消防-B1F-南區,False,,0
1812,火警迴路（編號：PBL_B1F_S6）,,72.821,25.364,60,Img,,FTD.png,消防-B1F-南區,False,,0
1813,火警迴路（編號：PBL_B1F_S6）,,66.924,25.976,60,Img,,FTD.png,消防-B1F-南區,False,,0
1814,火警迴路（編號：PBL_B1F_S6）,,70.422,27.77,60,Img,,FTD.png,消防-B1F-南區,False,,0
1815,火警迴路（編號：PBL_B1F_S6）,,66.224,30.482,60,Img,,FTD.png,消防-B1F-南區,False,,0
1816,火警迴路（編號：PBL_B1F_S6）,,83.515,32.057,60,Img,,FTD.png,消防-B1F-南區,False,,0
1817,火警迴路（編號：PBL_B1F_S6）,,79.067,30.788,60,Img,,FTD.png,消防-B1F-南區,False,,0
1818,火警迴路（編號：PBL_B1F_S6）,,75.669,32.931,60,Img,,FTD.png,消防-B1F-南區,False,,0
1819,火警迴路（編號：PBL_B1F_S6）,,70.372,33.194,60,Img,,FTD.png,消防-B1F-南區,False,,0
1748,火警迴路（編號：PBL_B1F_S6）,,73.97,28.732,60,Img,,HYD.png,消防-B1F-南區,False,,0
1747,火警迴路（編號：PBL_B1F_S7）,,74.12,13.815,60,Img,,HYD.png,消防-B1F-南區,False,,0
1772,火警迴路（編號：PBL_B1F_S7）,,82.966,6.553,60,Img,,SD.png,消防-B1F-南區,False,,0
1791,火警迴路（編號：PBL_B1F_S7）,,77.818,4.235,60,Img,,FTD.png,消防-B1F-南區,False,,0
1792,火警迴路（編號：PBL_B1F_S7）,,71.821,3.36,60,Img,,FTD.png,消防-B1F-南區,False,,0
1793,火警迴路（編號：PBL_B1F_S7）,,71.871,6.16,60,Img,,FTD.png,消防-B1F-南區,False,,0
1794,火警迴路（編號：PBL_B1F_S7）,,79.417,8.216,60,Img,,FTD.png,消防-B1F-南區,False,,0
1795,火警迴路（編號：PBL_B1F_S7）,,72.771,8.522,60,Img,,FTD.png,消防-B1F-南區,False,,0
1796,火警迴路（編號：PBL_B1F_S7）,,75.269,11.628,60,Img,,FTD.png,消防-B1F-南區,False,,0
1797,火警迴路（編號：PBL_B1F_S7）,,78.868,14.952,60,Img,,FTD.png,消防-B1F-南區,False,,0
1798,火警迴路（編號：PBL_B1F_S7）,,70.222,11.89,60,Img,,FTD.png,消防-B1F-南區,False,,0
1799,火警迴路（編號：PBL_B1F_S7）,,66.424,14.952,60,Img,,FTD.png,消防-B1F-南區,False,,0
1800,火警迴路（編號：PBL_B1F_S7）,,82.966,16.002,60,Img,,FTD.png,消防-B1F-南區,False,,0
1801,火警迴路（編號：PBL_B1F_S7）,,75.769,17.008,60,Img,,FTD.png,消防-B1F-南區,False,,0
1802,火警迴路（編號：PBL_B1F_S7）,,72.421,14.952,60,Img,,FTD.png,消防-B1F-南區,False,,0
1803,火警迴路（編號：PBL_B1F_S7）,,70.072,17.665,60,Img,,FTD.png,消防-B1F-南區,False,,0
2173,火警迴路（編號：PBL_B1F_S7）,,67.312,10.578,60,Img,,RUD.png,消防-B1F-南區,False,,0
2174,火警迴路（編號：PBL_B1F_S7）,,69.511,10.578,60,Img,,RUD.png,消防-B1F-南區,False,,0
5906,火警迴路（編號：PBL_B1F_S7）,,90.433,22.485,60,Img,,HYD.png,平面圖-B1F,False,,0
5816,火警迴路（編號：PBL_B2F_B201）,,54.503,76.242,60,Img,,HYD.png,平面圖-B2F,False,,0
1131,火警迴路（編號：PBL_B2F_B201）,,63.733,80.875,60,Img,,HYD.png,消防-B2F-中央區,False,,0
1166,火警迴路（編號：PBL_B2F_B201）,,66.981,78.513,60,Img,,SD.png,消防-B2F-中央區,False,,0
1286,火警迴路（編號：PBL_B2F_B201）,,51.789,87.918,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1287,火警迴路（編號：PBL_B2F_B201）,,51.689,92.293,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1288,火警迴路（編號：PBL_B2F_B201）,,53.388,92.818,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1289,火警迴路（編號：PBL_B2F_B201）,,53.238,89.362,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1290,火警迴路（編號：PBL_B2F_B201）,,59.285,89.012,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1291,火警迴路（編號：PBL_B2F_B201）,,59.535,92.861,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1292,火警迴路（編號：PBL_B2F_B201）,,63.133,92.293,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1293,火警迴路（編號：PBL_B2F_B201）,,63.733,89.187,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1294,火警迴路（編號：PBL_B2F_B201）,,59.485,84.419,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1295,火警迴路（編號：PBL_B2F_B201）,,61.384,83.631,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1296,火警迴路（編號：PBL_B2F_B201）,,63.333,86.912,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1297,火警迴路（編號：PBL_B2F_B201）,,53.288,86.693,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1298,火警迴路（編號：PBL_B2F_B201）,,57.836,87.131,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1299,火警迴路（編號：PBL_B2F_B201）,,55.287,84.244,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1300,火警迴路（編號：PBL_B2F_B201）,,65.132,80.351,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1301,火警迴路（編號：PBL_B2F_B201）,,64.832,79.388,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1302,火警迴路（編號：PBL_B2F_B201）,,59.585,81.532,60,Img,,SD.png,消防-B2F-中央區,False,,0
1152,火警迴路（編號：PBL_B2F_B205）,,22.724,59.047,60,Img,,HYD.png,消防-B2F-中央區,False,,0
1175,火警迴路（編號：PBL_B2F_B205）,,19.475,59.528,60,Img,,SD.png,消防-B2F-中央區,False,,0
1504,火警迴路（編號：PBL_B2F_B205）,,25.223,60.228,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1505,火警迴路（編號：PBL_B2F_B205）,,20.975,61.19,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1506,火警迴路（編號：PBL_B2F_B205）,,35.118,59.309,60,Img,,SD.png,消防-B2F-中央區,False,,0
1507,火警迴路（編號：PBL_B2F_B205）,,31.619,59.309,60,Img,,SD.png,消防-B2F-中央區,False,,0
1508,火警迴路（編號：PBL_B2F_B205）,,28.521,59.397,60,Img,,SD.png,消防-B2F-中央區,False,,0
1509,火警迴路（編號：PBL_B2F_B205）,,15.877,59.572,60,Img,,SD.png,消防-B2F-中央區,False,,0
1510,火警迴路（編號：PBL_B2F_B205）,,15.727,63.246,60,Img,,SD.png,消防-B2F-中央區,False,,0
1511,火警迴路（編號：PBL_B2F_B205）,,35.367,67.402,60,Img,,SD.png,消防-B2F-中央區,False,,0
1512,火警迴路（編號：PBL_B2F_B205）,,30.77,65.127,60,Img,,SD.png,消防-B2F-中央區,False,,0
1513,火警迴路（編號：PBL_B2F_B205）,,19.625,65.215,60,Img,,SD.png,消防-B2F-中央區,False,,0
5812,火警迴路（編號：PBL_B2F_B205）,,34.588,58.139,60,Img,,HYD.png,平面圖-B2F,False,,0
5813,火警迴路（編號：PBL_B2F_B206）,,34.505,77.226,60,Img,,HYD.png,平面圖-B2F,False,,0
1462,火警迴路（編號：PBL_B2F_B206）,,15.778,68.671,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1463,火警迴路（編號：PBL_B2F_B206）,,19.476,68.802,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1464,火警迴路（編號：PBL_B2F_B206）,,27.772,68.802,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1465,火警迴路（編號：PBL_B2F_B206）,,30.97,68.758,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1466,火警迴路（編號：PBL_B2F_B206）,,36.768,73.526,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1467,火警迴路（編號：PBL_B2F_B206）,,31.27,74.358,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1468,火警迴路（編號：PBL_B2F_B206）,,24.973,74.489,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1469,火警迴路（編號：PBL_B2F_B206）,,27.321,79.519,60,Img,,FTD.png,消防-B2F-中央區,False,,0
1470,火警迴路（編號：PBL_B2F_B206）,,19.475,74.358,60,Img,,FTD.png,消防-B2F-中央區,False,,0
